TU,F S Number,Item,Part,Count,Comment,ACCOUNTED
9,153,SLBW,R,1,NA,NA
9,153,AUCILLA,R,1,NA,NA
9,153,PUEBW,B,1,NA,NA
9,153,CW,R,4,NA,NA
9,153,CW,B,3,NA,NA
9,153,CW,HA,2,NA,NA
9,153,CWFE,R,1,NA,NA
9,153,PW,B,1,NA,NA
9,153,WSGS,R,1,NA,NA
9,153,WSGS,B,2,NA,NA
9,153,WSGS,BA,1,NA,NA
9,153,SGS,BA,1,GY,NA
9,153,PORUID,B,2,NA,NA
9,153,POREXP,B,1,NA,NA
9,153,POROG,R,1,NA,NA
9,153,POROG,B,1,NA,NA
9,160,OJ,B,45,NA,NA
9,160,OJ,OTHER,1,NA,NA
9,160,OJGL,R,3,NA,NA
9,160,OJGL,B,24,NA,NA
9,160,SSJ,BA,3,NA,NA
9,160,OJGL,B,5,GLAZED EXT AND INT,NA
9,160,MEXRED,B,3,NA,NA
9,160,GUADA,R,1,NA,NA
9,160,LDGLCE,R,1,NA,NA
9,160,LDGLCE,B,5,NA,NA
9,160,SLIPSTF,R,5,NA,NA
9,160,SLIPSTF,B,12,NA,NA
9,160,SLIPSTF,BA,1,NA,NA
9,160,SLIPSTF,HA,1,NA,NA
9,160,SLIPSTF,B,3,NA,NA
9,160,SLIPSTF,BA,1,NA,NA
9,160,ELMOR,B,6,NA,NA
9,160,ELMOR,BA,1,NA,NA
9,160,BLGCE,B,1,NA,NA
9,160,DELFT,R,3,NA,NA
9,160,DELFT,B,12,NA,NA
9,160,DELFT,BA,1,NA,NA
9,160,DELFTBW,R,3,NA,NA
9,160,DELFTBW,B,14,NA,NA
9,160,DELFTBW,BA,3,NA,NA
9,160,DELFTSPON,B,1,NA,NA
9,160,BISQ,B,2,NA,NA
9,160,DELFTPOLY,B,1,NA,NA
9,160,UIDBW,R,1,NA,NA
9,160,UIDBW,B,3,NA,NA
9,160,UIDMEX,R,2,NA,NA
9,160,UIDMEX,B,3,NA,NA
9,160,UIDMAJ,B,2,NA,NA
9,160,UIDMAJ,BA,2,NA,NA
9,160,CP,R,2,NA,NA
9,160,CP,B,3,NA,NA
9,160,SEVBB,BA,1,NA,NA
9,160,ICHBW,B,2,NA,NA
9,160,BLGRBACIN,BA,1,NA,NA
9,160,MARINE,B,1,NA,NA
9,160,MARINE,BA,2,NA,NA
9,160,SLBW,B,1,W/ BLACK LINES,NA
9,160,SLBW,BA,1,NA,NA
9,160,SLPOLY,B,1,NA,NA
9,160,SLPOLY,BA,4,NA,NA
9,160,SLPOLY,B,1,NA,NA
9,160,MXCGC,R,1,NA,NA
9,160,MXCGC,B,1,NA,NA
9,160,ABOPOLY,B,1,TYPE II,NA
9,160,ABOPOLY,BA,1,TYPE II,NA
9,160,PUEPOLY,R,1,NA,NA
9,160,PUEPOLY,B,1,NA,NA
9,160,PUEPOLY,BA,1,NA,NA
9,160,PUEBW,R,3,NA,NA
9,160,PUEBW,B,9,NA,NA
9,160,PUEBW,BA,2,NA,NA
9,160,SABW,B,1,NA,NA
9,160,AUCILLA,BA,1,NA,NA
9,160,CW,R,1,NA,NA
9,160,CW,B,8,NA,NA
9,160,CW,BA,2,NA,NA
9,160,WHEILD,R,1,NA,NA
9,160,PWHP,B,1,LATE,NA
9,160,JACK,B,1,NA,NA
9,160,AST,B,1,NA,NA
9,160,WWTP,R,1,BL,NA
9,160,WWTP,B,1,NA,NA
9,160,WW,B,2,NA,NA
9,160,WSGS,R,9,NA,NA
9,160,WSGS,B,9,NA,NA
9,160,WSGS,BA,7,NA,NA
9,160,SGS,B,3,BR,NA
9,160,SGS,BA,2,BR,NA
9,160,SGS,B,2,GY,NA
9,160,RHEN,B,2,NA,NA
9,160,NOTT,R,1,NA,NA
9,160,NOTT,B,2,NA,NA
9,160,PORUID,R,1,NA,NA
9,160,PORUID,B,2,NA,NA
9,160,POREXP,B,3,NA,NA
9,160,PORKRAAK,R,1,NA,NA
9,160,POROG,R,1,NA,NA
9,160,POROG,B,3,NA,NA
9,160,POROG,BA,1,NA,NA
9,161,UIDGLCE,B,1,NA,NA
9,161,OJ,B,18,NA,NA
9,161,OJGL,B,2,NA,NA
9,161,MEXRED,B,1,NA,NA
9,161,MEXRED,BA,1,NA,NA
9,161,LDGLCE,BA,1,NA,NA
9,161,SLIPSTF,B,4,NA,NA
9,161,ELMOR,B,3,NA,NA
9,161,DELFT,R,1,NA,NA
9,161,DELFT,B,5,NA,NA
9,161,DELFTBW,B,1,NA,NA
9,161,FAI,R,1,NA,NA
9,161,UIDBW,B,2,NA,NA
9,161,UIDMAJ,B,2,NA,NA
9,161,UID,B,1,"EXT. BLK, INT. WHITE SOFT PASTE",NA
9,161,AST,B,1,NA,NA
9,161,CW,R,4,NA,NA
9,161,CW,B,12,NA,NA
9,161,WHEILD,B,1,NA,NA
9,161,CWHP,B,1,NA,NA
9,161,UID,B,1,HARD PASTE. WEATHERED SURFACE,NA
9,161,PW,B,1,NA,NA
9,161,PW,BA,3,NA,NA
9,161,PWSE,R,2,NA,NA
9,161,REFEW,B,1,GAUDY DUTCH,NA
9,161,WW,B,3,NA,NA
9,161,WW,BA,3,NA,NA
9,161,WWTP,R,1,NA,NA
9,161,WWTP,B,7,NA,NA
9,161,WWTP,R,1,POLY,NA
9,161,WWTP,B,2,POLY,NA
9,161,WSGS,B,1,NA,NA
9,161,WSGS,BA,2,NA,NA
9,161,SGS,B,5,GY,NA
9,161,SGS,B,1,GY/BL,NA
9,161,RHEN,B,1,NA,NA
9,161,PORUID,B,3,NA,NA
9,161,POREXP,R,1,NA,NA
9,161,POREXP,B,6,1 NEARLY WHOLE PLATE,NA
9,170,OJ,R,2,NA,NA
9,170,OJ,B,10,NA,NA
9,170,OJGL,B,7,NA,NA
9,170,OJGL,B,2,GR GLAZE EXT. AND INT.,NA
9,170,LDGLCE,B,1,NA,NA
9,170,LDGLCE,BA,1,NA,NA
9,170,SLIPSTF,R,1,NA,NA
9,170,ELMOR,B,1,NA,NA
9,170,ELMOR,HA,1,NA,NA
9,170,DELFT,R,1,NA,NA
9,170,DELFT,B,1,NA,NA
9,170,DELFT,BA,1,NA,NA
9,170,DELFTPOLY,B,1,NA,NA
9,170,BISQ,B,2,NA,NA
9,170,ENGMAJ,B,1,POSSIBLE,NA
9,170,UIDBW,B,1,NA,NA
9,170,UIDMEX,B,1,NA,NA
9,170,UIDMEX,BA,1,NA,NA
9,170,UIDPOLY,R,1,NA,NA
9,170,CP,R,1,NA,NA
9,170,SLPOLY,BA,1,NA,NA
9,170,ABOPOLY,B,1,TYPE II,NA
9,170,PUEBW,R,1,NA,NA
9,170,PUEBW,B,1,NA,NA
9,170,CW,R,1,NA,NA
9,170,CW,B,11,NA,NA
9,170,CW,BA,2,NA,NA
9,170,PW,B,2,NA,NA
9,170,PWHP,R,1,NA,NA
9,170,PWMO,R,1,NA,NA
9,170,JACK,B,1,NA,NA
9,170,UIDSW,B,1,NA,NA
9,170,WSGS,R,2,NA,NA
9,170,WSGS,B,3,NA,NA
9,170,WSGS,BA,1,NA,NA
9,170,BSGS,B,2,BR,NA
9,170,SGS,B,1,NA,NA
9,170,ELERS,B,1,NA,NA
9,170,PORUID,B,1,NA,NA
9,171,OJ,B,13,NA,NA
9,171,OJGL,B,10,NA,NA
9,171,LDGLCE,R,1,NA,NA
9,171,LDGLCE,B,8,NA,NA
9,171,SLIPSTF,B,2,NA,NA
9,171,ELMOR,B,2,NA,NA
9,171,BLGCE,B,1,NA,NA
9,171,UIDPOLY,R,1,NA,NA
9,171,UIDMEX,R,3,NA,NA
9,171,UIDMEX,B,1,NA,NA
9,171,CP,BA,1,NA,NA
9,171,SEVBB,R,1,NA,NA
9,171,ICHBW,BA,1,NA,NA
9,171,CW,B,3,NA,NA
9,171,WHEILD,BA,1,NA,NA
9,171,WSGS,R,1,NA,NA
9,171,WSGS,B,1,NA,NA
9,171,SGS,B,1,GY,NA
9,171,PORUID,R,1,NA,NA
9,171,PORUID,B,2,NA,NA
9,181,OJ,B,2,NA,NA
9,181,MEXRED,B,1,NA,NA
9,181,LDGLCE,B,1,NA,NA
9,181,DELFT,B,1,NA,NA
9,181,UIDMEX,B,1,NA,NA
9,181,ABOPOLY,BA,1,NA,NA
9,181,WSGS,R,1,NA,NA
9,184,OJ,B,8,NA,NA
9,184,OJGL,B,3,NA,NA
9,184,SLIPSTF,B,4,NA,NA
9,184,ELMOR,R,1,NA,NA
9,184,BUCK,B,1,NA,NA
9,184,DELFT,B,1,NA,NA
9,184,DELFT,BA,1,NA,NA
9,184,DELFTPOLY,B,1,NA,NA
9,184,BISQ,B,3,NA,NA
9,184,SEVBB,R,1,NA,NA
9,184,SLBW,B,1,NA,NA
9,184,FIGSP,BA,1,NA,NA
9,184,SLPOLY,B,1,NA,NA
9,184,CW,R,2,NA,NA
9,184,CW,B,9,NA,NA
9,184,CW,BA,2,NA,NA
9,184,PWSE,B,1,GR,NA
9,184,WWTP,B,1,BL,NA
9,184,REFEW,R,1,NA,NA
9,184,REFEW,B,1,NA,NA
9,184,WSGS,BA,1,NA,NA
9,184,PORUID,R,3,NA,NA
9,184,POREXP,B,3,NA,NA
9,185,OJ,B,12,NA,NA
9,185,OJGL,B,4,NA,NA
9,185,SLIPSTF,B,1,NA,NA
9,185,ELMOR,B,1,NA,NA
9,185,DELFTBW,R,1,NA,NA
9,185,DELFTBW,B,2,NA,NA
9,185,DELFTSPON,B,1,NA,NA
9,185,BISQ,B,1,NA,NA
9,185,UIDBW,B,1,NA,NA
9,185,UIDMAJ,R,1,NA,NA
9,185,UIDPOLY,B,1,BR/YE,NA
9,185,SEVBB,R,1,NA,NA
9,185,UIDBB,R,1,NA,NA
9,185,UIDBB,B,1,NA,NA
9,185,MXCBC,B,1,NA,NA
9,185,PUEBW,B,1,NA,NA
9,185,PUEBW,BA,1,NA,NA
9,185,CW,R,1,NA,NA
9,185,CW,B,2,NA,NA
9,185,WSGS,B,4,NA,NA
9,185,PORUID,BA,1,NA,NA
9,185,POREXP,WHOLE,1,NEAR COMPLETE PLATE,NA
9,186,OJ,B,6,NA,NA
9,186,ORMIC,R,1,NA,NA
9,186,MEXRED,B,1,NA,NA
9,186,SLIPSTF,B,2,NA,NA
9,186,UIDMAJ,R,1,NA,NA
9,186,UIDMAJ,B,2,NA,NA
9,186,CP,R,1,NA,NA
9,186,FIGSP,B,1,NA,NA
9,186,SLPOLY,B,1,NA,NA
9,186,CW,R,1,NA,NA
9,186,WSGS,R,1,NA,NA
9,187,OJ,B,1,NA,NA
9,187,OJ,B,1,NA,NA
9,187,BLGRBACIN,B,1,NA,NA
9,187,MEXRED,B,1,NA,NA
9,187,SLIPSTF,B,1,NA,NA
9,187,CP,B,1,NA,NA
9,187,PUEBW,B,1,NA,NA
9,187,CW,B,10,NA,NA
9,187,CW,BA,2,NA,NA
9,187,WHEILD,BA,1,NA,NA
9,187,REFEW,R,1,NA,NA
9,187,CROCK,B,1,NA,NA
9,187,WSGS,B,1,NA,NA
9,187,PORUID,B,2,NA,NA
9,187,PORUID,BA,1,NA,NA
9,187,POREXP,HA,1,NA,NA
9,187,POROG,R,1,NA,NA
9,188,LDGLCE,B,1,NA,NA
9,188,SLIPSTF,R,1,NA,NA
9,188,ELMOR,R,1,NA,NA
9,188,DELFT,B,1,NA,NA
9,188,CW,B,3,NA,NA
9,188,WHEILD,BA,2,NA,NA
9,188,PORUID,R,1,NA,NA
9,188,PORUID,B,1,NA,NA
9,192,REDWAR,B,1,NA,NA
9,192,OJ,B,8,NA,NA
9,192,OJGL,B,1,NA,NA
9,192,MEXRED,B,2,NA,NA
9,192,SLIPSTF,R,1,NA,NA
9,192,ELMOR,B,1,NA,NA
9,192,REY,B,1,NA,NA
9,192,DELFT,B,1,NA,NA
9,192,DELFTBW,B,1,NA,NA
9,192,DELFTPOLY,B,1,NA,NA
9,192,UIDBW,B,4,NA,NA
9,192,PUEPOLY,B,1,NA,NA
9,192,CASTL,B,2,NA,NA
9,192,CW,R,3,NA,NA
9,192,CW,B,6,NA,NA
9,192,WHEILD,R,1,NA,NA
9,192,WWTP,R,1,NA,NA
9,192,NOTT,R,1,NA,NA
9,192,WSGS,R,1,NA,NA
9,192,RHEN,B,1,NA,NA
9,192,IRNSTN,B,1,NA,NA
9,192,PORUID,B,1,NA,NA
9,192,POROG,R,1,NA,NA
9,198,OJ,B,3,NA,NA
9,198,OJGL,B,1,NA,NA
9,198,GUADA,R,1,NA,NA
9,198,LDGLCE,B,4,NA,NA
9,198,SLIPMOR,B,1,NA,NA
9,198,CP,R,1,NA,NA
9,198,PUEBW,R,1,NA,NA
9,198,NOTT,B,1,NA,NA
9,198,WSGS,R,1,NA,NA
9,198,WSGS,B,4,NA,NA
9,198,BSGS,B,1,NA,NA
9,198,PORUID,B,1,NA,NA
9,198,POROG,R,1,NA,NA
9,199,OJ,B,3,NA,NA
9,199,OJGL,B,4,NA,NA
9,199,GUADA,B,1,NA,NA
9,199,SLIPSTF,B,3,NA,NA
9,199,ELMOR,R,1,NA,NA
9,199,ELMOR,B,2,NA,NA
9,199,DELFT,B,2,NA,NA
9,199,DELFTBW,R,1,NA,NA
9,199,DELFTBW,B,1,NA,NA
9,199,UIDBW,B,1,NA,NA
9,199,UIDMEX,R,1,NA,NA
9,199,UIDPOLY,B,1,NA,NA
9,199,UIDMAJ,R,1,19TH C. OLD WORLD PR/WH,NA
9,199,SLBW,R,1,NA,NA
9,199,CW,B,2,NA,NA
9,199,CW,BA,1,NA,NA
9,199,WSGS,R,1,NA,NA
9,199,WSGS,B,2,NA,NA
9,199,POREXP,B,1,NA,NA
9,199,POROG,B,2,NA,NA
9,202,OJ,B,11,NA,NA
9,202,OJGL,B,2,NA,NA
9,202,ORMIC,B,1,NA,NA
9,202,GUADA,R,1,NA,NA
9,202,LDGLCE,B,1,NA,NA
9,202,SLIPSTF,B,1,NA,NA
9,202,BLGRBACIN,R,1,NA,NA
9,202,BLGCE,B,1,NA,NA
9,202,UIDBW,R,1,NA,NA
9,202,UIDBW,B,2,NA,NA
9,202,UIDMAJ,B,2,NA,NA
9,202,UIDMEX,B,1,FIGSP?,NA
9,202,SEVBB,R,1,NA,NA
9,202,SEVBB,B,1,NA,NA
9,202,SLPOLY,R,1,NA,NA
9,202,ABOPOLY,B,1,NA,NA
9,202,AUCILLA,B,1,NA,NA
9,202,CW,B,2,NA,NA
9,202,CWFE,R,1,NA,NA
9,202,WW,B,3,NA,NA
9,202,WSGS,B,1,NA,NA
9,202,BSGS,B,1,NA,NA
9,202,SBSW,B,1,NA,NA
9,202,POREXP,R,1,NA,NA
9,203,UIDCEW,B,1,NA,NA
9,203,OJ,B,3,NA,NA
9,203,OJGL,B,1,NA,NA
9,203,LDGLCE,B,1,NA,NA
9,203,SLIPSTF,R,1,NA,NA
9,203,ELMOR,B,1,NA,NA
9,203,PUEBW,R,1,NA,NA
9,203,CW,B,3,NA,NA
9,203,WSGS,B,2,NA,NA
9,203,SBSW,B,1,NA,NA
9,203,POROG,B,1,NA,NA
9,217,OJ,B,31,NA,NA
9,217,OJGL,B,8,NA,NA
9,217,SSJ,BA,1,NA,NA
9,217,BLGRBACIN,R,1,NA,NA
9,217,BLGRBACIN,B,1,NA,NA
9,217,ORMIC,R,1,NA,NA
9,217,MEXRED,R,1,NA,NA
9,217,MEXRED,B,1,NA,NA
9,217,LDGLCE,B,9,NA,NA
9,217,LDGLCE,BA,1,NA,NA
9,217,SLIPSTF,B,5,NA,NA
9,217,SLIPSTF,BA,1,NA,NA
9,217,SLIPSTF,R,1,NA,NA
9,217,ELMOR,B,8,NA,NA
9,217,SLIPMOR,B,1,NA,NA
9,217,BLGCE,B,1,NA,NA
9,217,DELFT,R,5,NA,NA
9,217,DELFT,B,4,NA,NA
9,217,DELFTBW,R,1,NA,NA
9,217,DELFTBW,B,6,NA,NA
9,217,DELFTPOLY,R,1,NA,NA
9,217,BISQ,R,2,NA,NA
9,217,BISQ,B,2,NA,NA
9,217,UIDPOLY,B,1,BLK/BR,NA
9,217,UIDMEX,R,2,NA,NA
9,217,UIDMEX,B,5,NA,NA
9,217,UIDMEX,BA,1,NA,NA
9,217,UIDMAJ,B,4,NA,NA
9,217,CP,R,1,NA,NA
9,217,CP,B,1,NA,NA
9,217,SEVBB,R,2,NA,NA
9,217,SEVBB,B,5,NA,NA
9,217,SEVBB,BA,2,NA,NA
9,217,SLBW,R,2,NA,NA
9,217,SLPOLY,BA,1,NA,NA
9,217,PUEBW,R,2,NA,NA
9,217,PUEBW,B,3,NA,NA
9,217,CW,R,6,NA,NA
9,217,CW,B,20,NA,NA
9,217,CW,BA,1,NA,NA
9,217,CW,HA,1,NA,NA
9,217,WHEILD,R,1,NA,NA
9,217,WHEILD,B,1,NA,NA
9,217,CW,R,5,ROLLED R,NA
9,217,JACK,B,1,NA,NA
9,217,WW,B,2,NA,NA
9,217,UIDSW,B,1,NA,NA
9,217,WSGS,R,1,NA,NA
9,217,WSGS,B,1,NA,NA
9,217,WSGS,BA,1,NA,NA
9,217,BSGS,B,1,NA,NA
9,217,BSGS,BA,1,NA,NA
9,217,PORUID,R,2,NA,NA
9,217,POREXP,R,3,NA,NA
9,217,POREXP,B,3,NA,NA
9,227,OJ,B,3,NA,NA
9,227,OJGL,B,2,NA,NA
9,227,MEXRED,B,1,NA,NA
9,227,SLIPSTF,B,1,NA,NA
9,227,ELMOR,B,3,NA,NA
9,227,REY,B,4,NA,NA
9,227,UIDPOLY,R,1,NA,NA
9,227,UIDMAJ,B,2,NA,NA
9,227,CW,B,2,NA,NA
9,227,CW,BA,1,NA,NA
9,227,CWFE,R,2,NA,NA
9,227,PWSE,R,1,DAGGER DESIGN,NA
9,227,WWTP,R,1,NA,NA
9,227,WWTP,B,2,NA,NA
9,227,WW,B,3,NA,NA
9,227,REFEW,B,1,NA,NA
9,227,SGS,B,4,BL/GY,NA
9,227,SGS,BA,4,BL/GY,NA
9,227,PORUID,B,1,NA,NA
9,227,POREXP,R,1,NA,NA
9,227,POROG,BA,1,NA,NA
9,227,POREUR,B,1,NA,NA
9,229,OJ,R,1,NA,NA
9,229,OJ,B,3,NA,NA
9,229,OJGL,B,2,NA,NA
9,229,CP,R,1,NA,NA
9,229,CP,B,1,NA,NA
9,229,SEVBB,B,1,NA,NA
9,229,PUEBW,B,1,NA,NA
9,230,OJ,B,10,NA,NA
9,230,OJGL,B,5,NA,NA
9,230,ORMIC,B,1,NA,NA
9,230,MEXRED,B,1,NA,NA
9,230,LDGLCE,B,1,NA,NA
9,230,ELMOR,B,1,NA,NA
9,230,BLGCE,B,1,NA,NA
9,230,UIDBW,B,1,NA,NA
9,230,UIDMAJ,B,3,NA,NA
9,230,UIDMAJ,BA,1,NA,NA
9,230,UIDPOLY,B,1,NA,NA
9,230,CP,R,1,NA,NA
9,230,ICHBW,B,1,NA,NA
9,230,SLBW,B,1,NA,NA
9,231,OJ,B,5,NA,NA
9,231,OJGL,B,3,NA,NA
9,231,ELMOR,B,1,NA,NA
9,231,DELFTBW,R,1,NA,NA
9,231,UIDMAJ,R,1,NA,NA
9,231,UIDMAJ,B,1,NA,NA
9,231,SEVBB,B,1,NA,NA
9,234,UIDCEW,R,1,NA,NA
9,234,OJGL,B,6,NA,NA
9,234,SSJ,B,6,NA,NA
9,234,MARINE,R,2,NA,NA
9,234,PUEBW,BA,1,NA,NA
9,234,CW,B,1,NA,NA
9,336,OJGL,B,1,NA,NA
9,336,MEXRED,R,1,NA,NA
9,336,LDGLCE,B,1,NA,NA
9,336,ELMOR,R,1,NA,NA
9,336,ELMOR,B,2,NA,NA
9,336,DELFT,B,1,NA,NA
9,336,DELFTPOLY,B,1,NA,NA
9,336,PUEBW,B,1,NA,NA
9,336,CW,B,1,NA,NA
9,336,POROG,BA,1,PLATE,NA
9,338,OJGL,B,2,NA,NA
9,338,SSJ,BA,4,NA,NA
9,338,ELMOR,B,1,NA,NA
9,338,UIDBW,B,1,NA,NA
9,338,UIDMAJ,R,1,NA,NA
9,338,UIDMAJ,B,1,NA,NA
9,338,CAPBLU,B,1,NA,NA
9,338,ICHBW,B,2,NA,NA
9,338,PUEBW,B,1,NA,NA
9,338,WSGS,R,1,NA,NA
9,341,OJ,R,1,NA,NA
9,341,OJ,B,13,NA,NA
9,341,OJGL,R,1,NA,NA
9,341,OJGL,B,4,NA,NA
9,341,LDGLCE,R,1,GR/BR,NA
9,341,LDGLCE,B,2,NA,NA
9,341,SLIPSTF,R,3,NA,NA
9,341,SLIPSTF,B,1,NA,NA
9,341,SLIPSTF,HA,1,NA,NA
9,341,ELMOR,B,3,NA,NA
9,341,BLGCE,B,1,NA,NA
9,341,DELFT,R,1,NA,NA
9,341,DELFT,B,2,NA,NA
9,341,DELFT,BA,1,NA,NA
9,341,DELFTBW,R,1,NA,NA
9,341,DELFTBW,B,1,NA,NA
9,341,FAIPOLY,B,1,NA,NA
9,341,UIDMEX,B,2,NA,NA
9,341,UIDPOLY,R,1,NA,NA
9,341,CP,R,1,NA,NA
9,341,SEVBB,B,1,NA,NA
9,341,SEVBB,BA,1,NA,NA
9,341,ICHBW,B,1,NA,NA
9,341,BLGRBACIN,HA,1,POSSIBLE,NA
9,341,FIGSP,BA,1,NA,NA
9,341,SLPOLY,B,1,NA,NA
9,341,MXCGC,R,1,NA,NA
9,341,PUEBW,R,1,NA,NA
9,341,PUEBW,B,1,NA,NA
9,341,CW,B,7,NA,NA
9,341,WHEILD,B,2,NA,NA
9,341,CW,R,2,"CUP, BEAD RIM",NA
9,341,CW,B,2,CUP,NA
9,341,CW,BA,1,CUP,Y
9,341,CWHP,R,1,"FLORAL, RD",Y
9,341,CW,R,8,CHAMBER POT,NA
9,341,CW,B,2,CHAMBER POT,NA
9,341,CW,BA,1,CHAMBER POT,NA
9,341,WSGS,R,3,NA,NA
9,341,WSGS,B,2,NA,NA
9,341,WSGS,R,8,BOWL,NA
9,341,WSGS,B,3,BOWL,NA
9,341,WSGS,BA,1,BOWL,NA
9,341,BSGS,B,1,NA,NA
9,341,POREXP,R,2,NA,NA
9,341,POREXP,B,4,NA,NA
9,341,PORKRAAK,B,1,NA,NA
9,341,POROG,R,2,NA,NA
9,341,POROG,B,8,NA,NA
9,355,UIDMAJ,B,1,NA,NA
9,355,POROG,R,1,NA,NA
9,355,POROG,B,3,NA,NA
9,356,UIDCEW,B,2,NA,NA
9,356,OJ,B,5,NA,NA
9,356,OJGL,B,1,NA,NA
9,356,LDGLCE,B,2,NA,NA
9,356,SLIPSTF,B,1,NA,NA
9,356,ELMOR,B,3,NA,NA
9,356,DELFT,B,1,NA,NA
9,356,BISQ,B,1,NA,NA
9,356,UIDMAJ,B,1,NA,NA
9,356,PUEBW,R,1,NA,NA
9,356,PUEBW,B,1,NA,NA
9,356,CW,B,4,NA,NA
9,356,CW,BA,2,NA,NA
9,356,CWHP,B,1,OVERGLAZE RED,NA
9,356,NOTT,B,1,NA,NA
9,356,WSGS,R,1,NA,NA
9,356,WSGS,B,1,NA,NA
9,356,WSGS,BA,1,NA,NA
9,356,SGS,B,1,GY,NA
9,356,SGS,B,1,BL/GY,NA
9,356,POREXP,B,1,1750S 90% COMPLETE,NA
9,356,PORMING,B,1,NA,NA
9,356,POROG,B,1,CUP IN 388,NA
9,356,POROG,R,1,NA,NA
9,357,OJ,B,1,NA,NA
9,357,OJGL,B,3,NA,NA
9,357,ORMIC,B,1,NA,NA
9,357,MEXRED,R,1,NA,NA
9,357,LDGLCE,B,2,NA,NA
9,357,ELMOR,B,1,NA,NA
9,357,UIDMAJ,B,1,NA,NA
9,357,CP,R,1,NA,NA
9,357,PUEBW,B,2,NA,NA
9,358,OJ,B,3,NA,NA
9,358,OJGL,B,2,NA,NA
9,358,ELMOR,B,1,NA,NA
9,358,UIDMAJ,B,1,NA,NA
9,358,UIDMEX,B,1,NA,NA
9,358,CP,B,1,NA,NA
9,358,SEVBB,B,1,NA,NA
9,358,PORUID,B,2,NA,NA
9,359,OJ,B,17,NA,NA
9,359,OJGL,B,6,NA,NA
9,359,LDGLCE,B,3,NA,NA
9,359,ELMOR,B,3,NA,NA
9,359,ELMOR,BA,1,NA,NA
9,359,DELFTBW,B,3,NA,NA
9,359,DELFTBW,BA,1,NA,NA
9,359,UIDMAJ,R,1,PINK PASTE,NA
9,359,UIDMAJ,B,2,PINK PASTE,NA
9,359,UIDMAJ,R,1,CREAM PASTE,NA
9,359,UIDMAJ,B,2,CREAM PASTE,NA
9,359,SEVBB,R,1,NA,NA
9,359,SEVBB,B,3,NA,NA
9,369,OJ,B,2,NA,NA
9,369,OJGL,B,4,NA,NA
9,369,SSJ,R,1,NA,NA
9,369,UIDMAJ,B,1,NA,NA
9,369,POREXP,B,1,NA,NA
9,376,UIDCEW,R,1,NA,NA
9,376,OJ,B,7,NA,NA
9,376,SSJ,B,3,NA,NA
9,376,ELMOR,B,2,NA,NA
9,376,SLBW,B,1,NA,NA
9,376,PUEBW,B,1,NA,NA
9,376,NOTT,B,1,NA,NA
9,376,WSGS,BA,1,NA,NA
9,387,OJ,R,1,NA,NA
9,387,OJ,B,32,NA,NA
9,387,OJGL,B,25,NA,NA
9,387,OJGL,BA,1,NA,NA
9,387,BLGRBACIN,R,1,NA,NA
9,387,BLGRBACIN,B,2,NA,NA
9,387,LDGLCE,R,1,16TH C?,NA
9,387,LDGLCE,B,1,NA,NA
9,387,ELMOR,B,11,NA,NA
9,387,UIDMEX,B,3,NA,NA
9,387,CP,R,2,NA,NA
9,387,CP,B,2,NA,NA
9,387,STODOM,B,2,BACIN RIM,NA
9,387,STODOM,BA,1,BOWL,NA
9,387,SEVWITE,BA,1,NA,NA
9,387,SEVBB,B,5,NA,NA
9,387,CW,B,2,NA,NA
9,387,WSGS,R,1,NA,NA
9,388,OJ,R,2,NA,NA
9,388,OJ,B,55,NA,NA
9,388,OJGL,R,1,NA,NA
9,388,OJGL,B,37,NA,NA
9,388,OJGL,DISK,1,NA,NA
9,388,ORMIC,B,1,NA,NA
9,388,BLGRBACIN,R,1,NA,NA
9,388,BLGRBACIN,B,2,NA,NA
9,388,MEXRED,B,7,NA,NA
9,388,MEXRED,B,1,NA,NA
9,388,LDGLCE,B,11,NA,NA
9,388,BLGCE,B,2,NA,NA
9,388,ENGMAJ,R,1,POSSIBLE,NA
9,388,ENGMAJ,R,1,POSSIBLE,NA
9,388,ENGMAJ,B,1,POSSIBLE,NA
9,388,ENGMAJ,B,1,POSSIBLE; BW,NA
9,388,DELFT,R,1,NA,NA
9,388,DELFT,B,1,BOWL,NA
9,388,DELFT,B,23,NA,NA
9,388,BISQ,R,2,NA,NA
9,388,BISQ,B,10,NA,NA
9,388,UIDMAJ,R,2,"RD PASTE, YE PASTE",NA
9,388,UIDMAJ,B,6,NA,NA
9,388,UIDBW,R,1,NA,NA
9,388,UIDBW,B,6,NA,NA
9,388,UIDMAJ,R,1,NA,NA
9,388,UIDMAJ,B,8,NA,NA
9,388,UIDPOLY,R,2,NA,NA
9,388,UIDPOLY,B,1,NA,NA
9,388,CP,R,2,NA,Y
9,388,CP,B,2,NA,NA
9,388,SEVBB,R,1,NA,NA
9,388,SEVBB,B,2,NA,NA
9,388,ICHBW,R,1,NA,NA
9,388,ICHBW,B,1,NA,NA
9,388,ICHBW,BA,2,NA,NA
9,388,SLBW,R,2,NA,NA
9,388,SLBW,B,3,NA,NA
9,388,SLPOLY,R,1,NA,NA
9,388,SLPOLY,BA,1,NA,NA
9,388,MXCBC,B,1,NA,NA
9,388,PLAYA,B,2,NA,NA
9,388,PUEPOLY,B,2,POSSIBLE,NA
9,388,PUEBW,R,1,NA,NA
9,388,PUEBW,B,12,NA,NA
9,388,PUEBW,BA,1,NA,NA
